Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828630,934013,2022-01-04 09:08:12 WET,2022-01-04,09:08:12,Live Video Complete,259,97,120,10,21,2,8,0,0,1,crosspost,Yes,5848,5866,5981,00:52:37,https://www.facebook.com/111978555633494/posts/4231619143606653,"Francisco Rodrigues dos Santos, líder do CDS, está no Sob Escuta da Rádio Observador. Entrevista conduzida por Miguel Pinheiro, Rui Pedro Antunes e Miguel Santos Carrapatoso.",https://www.facebook.com/ObservadorOnTime/videos/4231619143606653/,,,Francisco Rodrigues dos Santos em direto na Rádio Observador,,,,,259,2.21
Aviação TV,AviacaoTV,551887971598891,VIDEO_CREATOR,PT,Canal 24h sobre aviação e espaço.,2014-04-23 19:14:37,58220,86910,2022-01-08 09:35:18 WET,2022-01-08,09:35:18,Photo,229,66,123,11,2,0,10,3,14,0,,-,0,0,0,N/A,https://www.facebook.com/551887971598891/posts/4682700375184276,"Rui Rio considera que ""a TAP é uma vergonha"" e quer reprivatizá-la O presidente do PSD considerou hoje que ""a TAP é uma vergonha"", tem sido ""um sugadouro"" de dinheiro, ""não faz serviço público nenhum, só serve o aeroporto de Lisboa"", e afirmou querer reprivatizar a transportadora aérea nacional. Rui Rio falava na TVI, num debate com o líder do CDS-PP, Francisco Rodrigues dos Santos, que também defendeu que a TAP ""deve ser privatizada, assim como todas as companhias de transportes detidas pelo Estado"". Em seguida, o presidente do PSD considerou que ""a TAP é uma vergonha"". Questionado se a empresa é para privatizar, Rui Rio respondeu: ""Sim, sim. Acha que a TAP fica neste estado, a sangrar permanentemente as finanças públicas?"". Segundo o líder dos sociais-democratas, ""em vez de servir o país como um todo, não faz serviço público nenhum, só serve o aeroporto de Lisboa, abandona Faro, abandona o Porto, abandona as regiões autónomas"". ""Isto não tem sentido nenhum. A TAP, que foi um sugadouro ao longo de muitos anos, o Governo PSD/CDS privatizou e bem, e o doutor António Costa mal chegou tratou logo de fazer o primeiro erro, que foi nacionalizar, parcialmente, na altura, e agora por força disto tudo nacionalizou completamente"", acrescentou. - Lusa -",https://www.facebook.com/AviacaoTV/photos/a.601160216671666/4682700228517624/?type=3,,,,,,,,229,2.57
Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828551,933635,2022-01-02 00:00:13 WET,2022-01-02,00:00:13,Link,226,61,100,5,4,0,53,2,1,0,,-,0,0,0,N/A,https://www.facebook.com/111978555633494/posts/2272807762883885,"Uma semana após vídeo de Natal, Francisco Rodrigues dos Santos partilhou nova mensagem. Para além de garantir que CDS não morreu, apresentou ""Linhas Azuis para a viabilização de um governo de direita""",https://observador.pt/2022/01/01/depois-da-ceia-de-natal-a-de-ano-novo-sem-primos-afastados-so-gente-da-casa-estamos-habituados-a-ressuscitar-nas-urnas-diz-chicao/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1641077759,,,"Depois da ceia de Natal, a de Ano Novo, sem primos afastados, ""só gente da casa"". ""Estamos habituados a ressuscitar nas urnas"", diz Chicão",,,,,226,3.14
Jornal de Notícias,jornalnoticias,216390522994,TOPIC_NEWSPAPER,PT,"Bem-vindo ao Facebook do Jornal de Notícias, um jornal de Portugal, de proximidade e de confiança.",2009-11-18 14:08:05,2268933,2284431,2022-01-07 22:35:34 WET,2022-01-07,22:35:34,Link,225,90,85,8,3,2,23,1,13,0,,-,0,0,0,N/A,https://www.facebook.com/216390522994/posts/10161806465172995,Debate Legislativas,https://www.jn.pt/nacional/psd-e-cds-prometem-privatizar-a-tap-se-formarem-governo-14472219.html,,,PSD e CDS prometem privatizar a TAP se formarem Governo,"""Se não quiserem votar no PSD, podem votar no CDS, isso aconselho"". Esta foi a frase com que Rui ​​​​​​​Rio terminou o debate com Francisco Rodrigues dos Santos, e diz muito do que é a proximidade ideológica e programática dos dois antigos parceiros de coligação.",,,,225,2.21
O Insurgente,OInsurgente,64259811317,ACTIVITY_GENERAL,PT,"The difference between libertarianism and socialism is that libertarians will tolerate the existence of a socialist community, but socialists can't tolerate a libertarian community. – David D. Boaz (1997)",2009-02-28 15:53:34,39069,39517,2022-01-06 16:33:28 WET,2022-01-06,16:33:28,Photo,195,162,13,4,5,0,10,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/64259811317/posts/10160442194456318,https://www.facebook.com/franciscorsCDS/posts/379370690657104,https://www.facebook.com/franciscorsCDS/photos/a.103049238289252/379370340657139/?type=3,,""" o PAN É UM PARTIDO ANIMALISTA RADICAL QUE QUER DESTRUIR NOSSO MODO DE VIDA, UM PARTIDO QUE TEM UMA AGENDA DITATORIAL, QUE QUER SER UM JUÍZ DOS COSTUMES ALHEIOS E TEM UM FIM, A DESTRUIÇÃO DO NOSSO MUNDO RURAL. "" PELAS MESMAS RAZÕES DE SEMPRE LEGISLATIVAS 2022 CDS-PP",Francisco Rodrigues Dos Santos,"O PAN tenta caracterizar-se como um simples partido ""amigo dos animais"", mas a realidade é bem distinta, é um partido que tem vindo a fazer do mundo rural o seu principal alvo de ataque.

No debate de ontem deixei claro que o CDS estará sempre na primeira linha de defesa do setor primário, do interior e das suas tradições.

Veja o debate na integra em: https://www.rtp.pt/play/p9711/legislativas-2022-debates-rtp",,,,195,-1.17
CDS PP,CDSPP,814851935239574,POLITICAL_PARTY,PT,Bem-vindo à página oficial do CDS-PP,2014-12-11 11:39:21,38970,41792,2022-01-04 19:51:29 WET,2022-01-04,19:51:29,Photo,195,107,76,8,1,0,2,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/814851935239574/posts/4976143552443704,"🔵 Hoje, pelas 22 horas, tem lugar o 1º debate do CDS-PP às eleições legislativas. Francisco Rodrigues Dos Santos irá debater Inês Sousa Real, Presidente do PAN, na RTP 3.",https://www.facebook.com/CDSPP/photos/a.846477038743730/4976142852443774/?type=3,,"DEBATE CDS-PP Francisco Rodrigues igues dos sa X PAN Inês Sousa Real Hoje, 22h00 RTP3 PELAS MESMAS RAZÕES DE SEMPRE LEGISLATIVAS TIVAS 2022 CDS-PP",,,,,,195,1.62
CDS PP,CDSPP,814851935239574,POLITICAL_PARTY,PT,Bem-vindo à página oficial do CDS-PP,2014-12-11 11:39:21,38971,41817,2022-01-07 17:04:11 WET,2022-01-07,17:04:11,Native Video,187,125,12,36,12,0,1,1,0,0,owned,Yes,1064,2083,0,00:03:47,https://www.facebook.com/814851935239574/posts/4984927881565271,"🔵 No seu primeiro debate legislativo, Francisco Rodrigues Dos Santos deixou clara aquela que é a verdadeira essência do PAN. 📲 Reveja os melhores momentos.",https://www.facebook.com/CDSPP/videos/441790307653309/,,,,,,,,187,1.73
Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760468,796541,2022-01-05 20:45:12 WET,2022-01-05,20:45:12,Link,185,90,56,6,1,3,25,0,2,2,,-,0,0,0,N/A,https://www.facebook.com/43218682948/posts/10159306559537949,"Francisco Rodrigues dos Santos e João Cotrim estiveram frente a frente pela primeira vez, com o primeiro ao ataque e o segundo no contra-golpe. No fim, a nova direita bateu o líder mais novo",https://expresso.pt/eleicoes-legislativas-2022/o-dia-em-que-o-liberal-bateu-o-conservador-de-direita-as-notas-e-explicacoes-dos-comentadores-expresso,https://expresso.pt/eleicoes-legislativas-2022/o-dia-em-que-o-liberal-bateu-o-conservador-de-direita-as-notas-e-explicacoes-dos-comentadores-expresso/,,O dia em que o novo liberal bateu o jovem conservador de direita (as notas e explicações dos comentadores Expresso) - Expresso,"Francisco Rodrigues dos Santos e João Cotrim estiveram frente a frente pela primeira vez, com o primeiro ao ataque e o segundo no contra-golpe. No fim, a nova direita bateu o líder mais novo",,,,185,2.76
CDS PP,CDSPP,814851935239574,POLITICAL_PARTY,PT,Bem-vindo à página oficial do CDS-PP,2014-12-11 11:39:21,38969,41803,2022-01-05 16:42:19 WET,2022-01-05,16:42:19,Photo,150,98,41,7,3,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/814851935239574/posts/4978745552183504,"🔵 Hoje, às 18:15, assista ao debate de Francisco Rodrigues dos Santos, presidente do CDS-PP, com o Presidente do IL na RTP 3.",https://www.facebook.com/CDSPP/photos/a.846477038743730/4978745212183538/?type=3,,"DEBATE DEB CDS-PP CDS Francisco Rodrigues igues dos Santos X João Cotrim Figueiredo IL Hoje, 18h15 RTP3 PELAS MESMAS RAZÕES DE SEMPRE LEGISLATIVAS 2022 CDS-PP",,,,,,150,1.25
Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760177,796191,2022-01-04 23:45:32 WET,2022-01-04,23:45:32,Link,146,29,79,2,0,1,32,2,1,0,,-,0,0,0,N/A,https://www.facebook.com/43218682948/posts/10159305238777949,"Duas negativas e um debate ruidoso, às vezes até feio. Os comentadores do Expresso dão nota negativa a Francisco Rodrigues dos Santos e Inês Sousa Real, veja porquê na análise completa",https://expresso.pt/eleicoes-legislativas-2022/quem-perdeu-mais-no-pan-vs-cds-veja-as-notas-dos-comentadores-do-expresso,https://expresso.pt/eleicoes-legislativas-2022/quem-perdeu-mais-no-pan-vs-cds-veja-as-notas-dos-comentadores-do-expresso/,,Quem perdeu mais no PAN vs. CDS? (Veja as notas dos comentadores do Expresso) - Expresso,"Duas negativas e um debate ruidoso, às vezes até feio. Os comentadores do Expresso dão nota negativa a Francisco Rodrigues dos Santos e Inês Sousa Real, veja porquê",,,,146,2.18
CDS PP,CDSPP,814851935239574,POLITICAL_PARTY,PT,Bem-vindo à página oficial do CDS-PP,2014-12-11 11:39:21,38973,41794,2022-01-03 17:49:06 WET,2022-01-03,17:49:06,Photo,142,110,5,22,3,0,2,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/814851935239574/posts/4972889436102449,"🔵 Entrevista ao Presidente do CDS-PP, Francisco Rodrigues dos Santos, amanhã, 4 de janeiro, pelas 9 horas, em direto na Rádio Observador. 📲 Poderá acompanhar a emissão em: https://observador.pt/radio/",https://www.facebook.com/CDSPP/photos/a.846477038743730/4972889019435824/?type=3,,"OBSERVADOR ""SOB ESCUTA"" DIRETO NA RÁDIO OBSERVADOR TERÇA-FEIRA FEIRA AS 9H Entrevista conduzida por Miguel Pinheiro, Rui Pedro Miguel Santos Carrapatoso. CDS PARTIDO POPULAR",,,,,,142,1.18
Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828666,934174,2022-01-05 21:27:22 WET,2022-01-05,21:27:22,Link,141,9,109,2,1,1,18,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/111978555633494/posts/2276045099226818,"Líder do CDS disse que ""IL é igual à esquerda, tirando na economia"" e Cotrim que ""CDS cancelou o grupo parlamentar inteiro"". Catarina Martins e Rui Rio num duelo em busca de votos ao centro.",https://observador.pt/liveblogs/cotrim-e-rodrigues-dos-santos-em-debate-pelo-voto-liberal/?utm_medium=Social&utm_source=Facebook#Echobox=1641418039,,,"Em direto/ Rui Tavares diz que ""Ventura é o candidato do sistema"". ""Não devia estar aqui"", responde o candidato do Chega","Depois do debate entre Rui Rio e Catarina Martins, marcado pelas divergências em torno da Segurança Social e Saúde, segue-se agora o duelo entre André Ventura e Rui Tavares.",,,,141,2.1
CDS PP,CDSPP,814851935239574,POLITICAL_PARTY,PT,Bem-vindo à página oficial do CDS-PP,2014-12-11 11:39:21,38971,41817,2022-01-07 18:28:47 WET,2022-01-07,18:28:47,Photo,131,92,9,21,8,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/814851935239574/posts/4985105224880870,"🔵 Hoje, às 21:00, assista ao debate de Francisco Rodrigues Dos Santos, presidente do CDS-PP, com Rui Rio, Presidente do PSD, na TVI.",https://www.facebook.com/CDSPP/photos/a.846477038743730/4985105171547542/?type=3,,"CDS-PP PSD Francisco Rodrigues dos San X Rui Rio tvi Hoje, 21h00 PELAS MESMAS RAZÕES DE SEMPRE LEGISLATIVAS 2022 CDS-PP",,,,,,131,1.13
Inimigo Público,oinimigopublico,99134956781,TOPIC_NEWSPAPER,PT, Se não aconteceu... podia ter acontecido! Às sextas-feiras com o jornal Expresso.,2009-06-24 13:29:27,220371,219455,2022-01-07 23:03:10 WET,2022-01-07,23:03:10,Photo,124,52,2,8,0,0,61,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/99134956781/posts/10158410032001782,"O INIMIGO PÚBLICO e o debate Ruizão / Chicão Não olhem para cima porque podem ver um avião da TAP Por Daniel Oliveira Estrelas O INIMIGO PÚBLICO: Chicão - 190 Ruizão – 189 Rui Rio tem um problema: não faz ideia do que é um reality show, o seu know-how de televisão ficou-se por 1983 e apareceu na TVI convencido de que ia aos Jogos Sem Fronteiras. Já Francisco Rodrigues dos Santos, pelo contrário, tem um problema: tal como lhe disse Cotrim Figueiredo, Chicão é o líder mais jovem com a cabeça mais velha, ou seja, um Rúben Amorim a dar conferências de imprensa como Fernando Santos. Este modelo de debate também tem um problema: a marcelização. Como Pacheco Pereira disse 1800 vezes (Pacheco Pereira tem um problema, mas isso fica para outra crónica), debatem-se apenas cenários e os eleitores ficam sem saber o que o Ruizão e o Chicão propõem para gerir sectores que têm problemas, como a saúde, educação, economia, justiça, tardes da televisão generalista, cirurgias plásticas de figuras públicas, qualidade da publicidade radiofónica ou a pandemia de livros de auto-ajuda, só para falar dos mais alarmantes. Rio tem um problema: passou o debate a dizer que o voto útil é no PSD, esquecendo-se de piscar o olho ao eleitorado da Direita Savile Row, quando tinha Chicão quase nu à sua frente, isto é, sem gravata. Estiveram de acordo na TAP, o que é um problema, mas não na coligação pré-eleitoral, o que pode vir a ser um imbróglio. Em resumo: Rio tem um problema, que é ser o irmão mais velho de António Costa com domicílio fiscal em Mafamude. E Chicão tem dois problemas: o vídeo que fez no Natal e a partida que o destino lhe pregou (ser o Chicão). Esta crónica tem um problema, mas o Expresso já não me dá mais caracteres para explicar qual é o problema. MB",https://www.facebook.com/oinimigopublico/photos/a.10154601315866782/10158410031941782/?type=3,,,,,,,,124,-1.6
