circulo,partido,candidato,tipo
Porto,PTP,Carlos Alberto Viegas Simão,efetivo
Porto,PTP,Milene Augusta da Silva Fonseca,efetivo
Porto,PTP,Sandro da Silva Serrano,efetivo
Porto,PTP,Rosa Mota Morais Dias,efetivo
Porto,PTP,Paulo Jorge Sobral Castro,efetivo
Porto,PTP,Maria da Conceição Balão,efetivo
Porto,PTP,Emanuel Caramelo Cabeças,efetivo
Porto,PTP,Inácio Flores Cabeça,efetivo
Porto,PTP,Fernanda Aline da Silva Manuel,efetivo
Porto,PTP,José Justino Nunes Fernandes,efetivo
Porto,PTP,Leonardo Alves Serrano,efetivo
Porto,PTP,Gonçalo Nuno da Silva Soares,suplente
Porto,PTP,Luís Miguel Modesto Cabeça,suplente
Porto,Ergue-te,Bruno Miguel Benigno Rebelo,efetivo
Porto,Ergue-te,Márcia Alexandra Pinto Torres,efetivo
Porto,Ergue-te,Philippe Carvalho Atgé,efetivo
Porto,Ergue-te,Rosa Maria Moreira Faria,efetivo
Porto,Ergue-te,Lélio Moreira Martins,efetivo
Porto,Ergue-te,Rute Mariana Sousa Vieira,efetivo
Porto,Ergue-te,António Maria Rendeiro Porto Soares,efetivo
Porto,Ergue-te,Inês Maria Fonseca Tavares,efetivo
Porto,Ergue-te,Francisco Luís da Fonseca e Castro Serrano Socorro,efetivo
Porto,Ergue-te,Maria Umbelina Soares Benigno,efetivo
Porto,Ergue-te,Vítor Domingos Ribeiro de Oliveira,efetivo
Porto,Ergue-te,Paula Cristina da Silva Cardoso,efetivo
Porto,Ergue-te,Diogo Cruz Almeida Azevedo Vasconcelos,efetivo
Porto,Ergue-te,Nuria Alexandra Torres Neves,efetivo
Porto,Ergue-te,Tiago André Teixeira Batista,efetivo
Porto,Ergue-te,Anabela da Silva Conceição,efetivo
Porto,Ergue-te,Filipe Miguel Machado Martins Gomes da Silva,efetivo
Porto,Ergue-te,Rosinda Maria da Silva Santos,efetivo
Porto,Ergue-te,Manuel António Castro da Silva Carvalho,efetivo
Porto,Ergue-te,Ana Maria Regufe Gomes da Silva,efetivo
Porto,Ergue-te,Secundino João Barros Lopes,efetivo
Porto,Ergue-te,Sónia Alexandra Gonçalves Espojeiro,efetivo
Porto,Ergue-te,António Augusto Ribeiro Pereira,efetivo
Porto,Ergue-te,Ana Sofia da Silva Santos,efetivo
Porto,Ergue-te,Paula Cristina Palmeira Cardoso,efetivo
Porto,Ergue-te,António Manuel Rodrigues Barbosa,efetivo
Porto,Ergue-te,Maria Margarida Pereira Martins da Nova Caseira,efetivo
Porto,Ergue-te,Olga Maria Moura Augusto dos Santos,efetivo
Porto,Ergue-te,Pedro Lages de Lima,efetivo
Porto,Ergue-te,Cláudia Sofia Ferreira Moreira,efetivo
Porto,Ergue-te,Francisco José Freitas da Silva,efetivo
Porto,Ergue-te,Carla Maria Ribeiro Torres,efetivo
Porto,Ergue-te,Eduardo Manuel Cadilhe Rajão,efetivo
Porto,Ergue-te,Cristina Isabel da Silva Faria,efetivo
Porto,Ergue-te,Daniel Maio Gomes,efetivo
Porto,Ergue-te,Carla Sofia Gomes de Araújo Silva Dias,efetivo
Porto,Ergue-te,Manuel José Trocado,efetivo
Porto,Ergue-te,Celina Gomes de Araújo Silva,efetivo
Porto,Ergue-te,Manuel Agonia Nunes da Silva,efetivo
Porto,Ergue-te,Maria Manuela Silva Santos,efetivo
Porto,Ergue-te,Elisabete Maria Gonçalves Teixeira,suplente
Porto,Ergue-te,Bruno Miguel Rodrigues Lopes,suplente
Porto,Ergue-te,António João Coentrão Novo,suplente
Porto,Ergue-te,Maria de Lurdes Pinheiro de Oliveira Moura,suplente
Porto,Ergue-te,Vitória Maria Pinheiro da Rocha,suplente
Porto,PS,Alexandre Tiedke Quintanilha,efetivo
Porto,PS,Maria do Rosário Gamboa Lopes de Carvalho,efetivo
Porto,PS,João Pedro Soeiro de Matos Fernandes,efetivo
Porto,PS,Maria Isabel Solnado Porto Oneto,efetivo
Porto,PS,João Paulo Moreira Correia,efetivo
Porto,PS,Ana Paula Mata Bernardo,efetivo
Porto,PS,João Veloso da Silva Torres,efetivo
Porto,PS,Tiago Barbosa Ribeiro,efetivo
Porto,PS,Cristina Maria Mendes da Silva,efetivo
Porto,PS,Eduardo Nuno Rodrigues e Pinheiro,efetivo
Porto,PS,Hugo Miguel da Costa Carvalho,efetivo
Porto,PS,Joana Fernanda Ferreira de Lima,efetivo
Porto,PS,Rui Carlos Morais Lage,efetivo
Porto,PS,Carlos Alberto Silva Braz,efetivo
Porto,PS,Patrícia Monte Pinto Ribeiro Faro,efetivo
Porto,PS,Carla Alexandra Magalhães de Sousa,efetivo
Porto,PS,Miguel dos Santos Rodrigues,efetivo
Porto,PS,Isabel Sofia Alves de Andrade,efetivo
Porto,PS,José Carlos Ribeiro Barbosa,efetivo
Porto,PS,Paulo César Araújo Correia,efetivo
Porto,PS,Maria João de Abreu Mena Guimarães e Castro,efetivo
Porto,PS,António Pedro Teixeira de Castro Lopes Faria,efetivo
Porto,PS,Catarina Maria Moreira das Neves Lobo,efetivo
Porto,PS,Marlene Cristina Mendes Teixeira,efetivo
Porto,PS,Hugo Miguel Sousa Lopes,efetivo
Porto,PS,Ana Marta Ribeiro Silva,efetivo
Porto,PS,Maria de Fátima Alves e Menezes de Figueiredo,efetivo
Porto,PS,Fábio André Faria Silva,efetivo
Porto,PS,Eduardo Miguel Sabino Guedes Barroco de Melo,efetivo
Porto,PS,Carlota Ferreira Brás César Teixeira,efetivo
Porto,PS,Hugo Fernando Carvalho Gonçalves,efetivo
Porto,PS,Paulo Jorge Vale das Neves,efetivo
Porto,PS,Beatriz Maria Barbosa Carvalho,efetivo
Porto,PS,Nuno André da Silva Moreira,efetivo
Porto,PS,Sílvia Ferreira Alves Moreira,efetivo
Porto,PS,Hugo Daniel Gilvaia de Sousa Pinto,efetivo
Porto,PS,Paulo Miguel Vieira Ferraz da Silva,efetivo
Porto,PS,Dora Marisa Gomes Pinto,efetivo
Porto,PS,Maria Inês Rocha Monteiro,efetivo
Porto,PS,Diogo Alves Moreira de Almeida e Silva,efetivo
Porto,PS,Andresa Baptista da Silva,suplente
Porto,PS,Frederica Claro da Armada,suplente
Porto,PS,José Henriques Soares,suplente
Porto,PS,Paula Maria Silva Santos Sousa Fernandes,suplente
Porto,PS,Natália Maria Soares Gonçalves,suplente
Porto,BE,Catarina Soares Martins,efetivo
Porto,BE,José Borges de Araújo de Moura Soeiro,efetivo
Porto,BE,Isabel Cristina Rua Pires,efetivo
Porto,BE,Maria Teresa Burnay Summavielle,efetivo
Porto,BE,Adriano Pereira Campos,efetivo
Porto,BE,Vânia Patrícia Abreu Felício,efetivo
Porto,BE,Fernando Manuel Costa Barbosa,efetivo
Porto,BE,Nelson de Jesus Martins da Silva,efetivo
Porto,BE,Sónia Paula de Magalhães Garrido de Sousa,efetivo
Porto,BE,Hugo Jorge Fabião Veludo Silva e Sousa,efetivo
Porto,BE,Ana Isabel Carneiro Gouveia da Silva,efetivo
Porto,BE,Rita de Aires Pacheco Domingues,efetivo
Porto,BE,Pedro Miguel Pereira Faria,efetivo
Porto,BE,Ana Rute Sobral Marcelino,efetivo
Porto,BE,Carla Liliana Pais Pires Quintas,efetivo
Porto,BE,Serafim Jorge Leal Soares,efetivo
Porto,BE,João Pedro de Andrade Pinho da Silva,efetivo
Porto,BE,Amarilis Vaz Felizes,efetivo
Porto,BE,Maria da Conceição Azevedo Sereno,efetivo
Porto,BE,Jorge Miguel Seixas de Albuquerque,efetivo
Porto,BE,Nuno Miguel Barbosa Almeida Silva,efetivo
Porto,BE,Ana Filipa da Silva Morais De Afonseca,efetivo
Porto,BE,Elisabete Susana Vieira Carvalho,efetivo
Porto,BE,Hugo Filipe Carvalho Teixeira Monteiro,efetivo
Porto,BE,Silvestre Santos Gomes Pereira,efetivo
Porto,BE,Andrea Luís Valente Rodrigues de Castro Peniche,efetivo
Porto,BE,António Sousa Soares,efetivo
Porto,BE,Rui Pedro Rodrigues de Lima Moreira,efetivo
Porto,BE,Beatriz Lima Vieira,efetivo
Porto,BE,Evandra Isabel Amor Gonçalves Almeida,efetivo
Porto,BE,Filipe Colim Gabriel,efetivo
Porto,BE,Luísa Maria Porto Ferreira da Silva,efetivo
Porto,BE,Sérgio Alfredo Conceição da Silva e Sousa,efetivo
Porto,BE,Duarte João da Costa Graça,efetivo
Porto,BE,Sara Cristina Oliveira dos Santos,efetivo
Porto,BE,Sílvia Raquel Marques Agra,efetivo
Porto,BE,Paulo Jorge Santos Oliveira,efetivo
Porto,BE,Mariana Faria Pereira,efetivo
Porto,BE,Tiago José Novais Matos,efetivo
Porto,BE,Manuel Fernando Morais Vieira,efetivo
Porto,BE,Marina Teodoro Romana,suplente
Porto,BE,Nuno António Dias Monteiro,suplente
Porto,BE,Patrícia Abrantes Quintão Barbosa,suplente
Porto,BE,João Bernardo Narciso de Sousa,suplente
Porto,BE,António Fernando Araújo Carvalho Freitas,suplente
Porto,R.I.R.,Vitorino Francisco da Rocha e Silva,efetivo
Porto,R.I.R.,Paulo José Sousa Pereira,efetivo
Porto,R.I.R.,Susana Patrícia Freitas Alves Fernandes,efetivo
Porto,R.I.R.,Marta Alexandra Gonçalves Vilares Oliveira,efetivo
Porto,R.I.R.,José Manuel Porfírio Teixeira,efetivo
Porto,R.I.R.,Sandra Cristina de Albuquerque Bernardo,efetivo
Porto,R.I.R.,Filipe Manuel Torres Carvalho,efetivo
Porto,R.I.R.,Joaquim José Cerdeira Seixas,efetivo
Porto,R.I.R.,Maria Margarida da Rocha Loureiro Oliveira,efetivo
Porto,R.I.R.,Jorge Paulo de Jesus Ferreira,efetivo
Porto,R.I.R.,César Augusto da Costa Barbosa,efetivo
Porto,R.I.R.,Maria Isabel Marques Dias Magalhães Gautier,efetivo
Porto,R.I.R.,Patrícia Filipa dos Santos Antunes Valente,efetivo
Porto,R.I.R.,José de Sousa Oliveira,efetivo
Porto,R.I.R.,Luísa Antónia de Sousa Aguiar,efetivo
Porto,R.I.R.,Raúl António Carneiro Magalhães,efetivo
Porto,R.I.R.,Damiana Isabel Cepeda Falcão,efetivo
Porto,R.I.R.,António Maria de Sousa Moreira,efetivo
Porto,R.I.R.,José António Teixeira Meira,efetivo
Porto,R.I.R.,Marta Cecília Soares Rodrigues,efetivo
Porto,R.I.R.,José Nascimento Sousa Azevedo,efetivo
Porto,R.I.R.,Isabel Maria da Ponte Trindade,efetivo
Porto,R.I.R.,Joaquim Fernando Magalhães Meira,efetivo
Porto,R.I.R.,António Fernando Rodrigues Barbosa,efetivo
Porto,R.I.R.,Marta Eliana Maia Teixeira Carvalho,efetivo
Porto,R.I.R.,José da Rocha Martins,efetivo
Porto,R.I.R.,Ana Margarida Teixeira Pinto,efetivo
Porto,R.I.R.,António Fernando Ferreira da Rocha,efetivo
Porto,R.I.R.,Carla Maria Coelho da Silva,efetivo
Porto,R.I.R.,José Barbosa Moreira,efetivo
Porto,R.I.R.,Nuno André Pereira Veloso,efetivo
Porto,R.I.R.,Joana Lucinda Ferreira Caetano,efetivo
Porto,R.I.R.,José Manuel Ferreira de Sousa,efetivo
Porto,R.I.R.,Maria Madalena da Rocha Nunes da Silva,efetivo
Porto,R.I.R.,Alberto Joaquim Rodrigues de Oliveira,efetivo
Porto,R.I.R.,Eva Marisa Mota de Sousa,efetivo
Porto,R.I.R.,Ana Paula Faustino Gonçalves,efetivo
Porto,R.I.R.,Vitorino de Jesus Ribeiro,efetivo
Porto,R.I.R.,Maria Bernardete da Silva Moreira,efetivo
Porto,R.I.R.,Pedro Miguel Valente Pereira,efetivo
Porto,R.I.R.,Nuno José da Silva Ferreira,suplente
Porto,R.I.R.,Armandina Maria Trigo,suplente
Porto,R.I.R.,Tiago Filipe Sousa Rocha,suplente
Porto,R.I.R.,Maria do Carmo Gomes Silva Martins,suplente
Porto,R.I.R.,Paulo Manuel Pinheiro da Silva,suplente
Porto,MPT,Nuno Miguel Matos Pereira,efetivo
Porto,MPT,António José da Silva Sousa,efetivo
Porto,MPT,Iolanda Josefina Guedes Moutinho,efetivo
Porto,MPT,Alberto Jorge Pereira da Silva,efetivo
Porto,MPT,Sónia Maria Marques Pinto,efetivo
Porto,MPT,Diogo Filipe Pinto da Silva,efetivo
Porto,MPT,Andreia Liliana Ferreira Magalhães,efetivo
Porto,MPT,Joaquim Emanuel da Silva Jesus Lucas,efetivo
Porto,MPT,Carlos Manuel Robalinho Teixeira,efetivo
Porto,MPT,Lígia Maria Gonçalves Faria,efetivo
Porto,MPT,Lucinda Maria de Sousa Ribeiro,efetivo
Porto,MPT,Sérgio Alexandre Roxo de Oliveira Gomes,efetivo
Porto,MPT,Teresa Augusta Monteiro Camilo de Oliveira Gomes,efetivo
Porto,MPT,Vítor Manuel Costa Paiva,efetivo
Porto,MPT,Rute Marisa Guedes da Costa Paiva,efetivo
Porto,MPT,Joel Pedro Faria de Araújo,efetivo
Porto,MPT,Fernando Augusto Pereira de Sousa,efetivo
Porto,MPT,Maria Gorete Guedes Pereira,efetivo
Porto,MPT,Otávio José Dias das Neves,efetivo
Porto,MPT,João Pedro Moreira Patrocínio,efetivo
Porto,MPT,Isabel Constança Alves Sousa Ribeiro,efetivo
Porto,MPT,Mário André de Carvalho Sereno,efetivo
Porto,MPT,Joana Francisca Costa Teles Silva,efetivo
Porto,MPT,Tiago Filipe Martins Neves,efetivo
Porto,MPT,Carla Maria da Costa Paiva Teles Silva,efetivo
Porto,MPT,Ricardo Bruno Ferreira da Silva Santos,efetivo
Porto,MPT,Carla Isabel Braga da Silveira Pinheiro,efetivo
Porto,MPT,Carlos Jorge de Carvalho Monteiro,efetivo
Porto,MPT,Márcio Filipe Sousa Pacheco,efetivo
Porto,MPT,Maria Manuela Neves Pinto Henriques,efetivo
Porto,MPT,Telmo Joaquim da Costa Pacheco,efetivo
Porto,MPT,Maria Estrela Jesus Matos,efetivo
Porto,MPT,João Moutinho Fernandes,efetivo
Porto,MPT,Ruben Monteiro Pereira,efetivo
Porto,MPT,Maria Arminda Pereira Oliveira,efetivo
Porto,MPT,Justino Matos Pereira,efetivo
Porto,MPT,Jorge Diogo Medeiros,efetivo
Porto,MPT,Ana Rita Soares Monteiro,efetivo
Porto,MPT,Ernandes Cardoso Silva,efetivo
Porto,MPT,Tiago Cesar Matos Teixeira,efetivo
Porto,MPT,Odete Maria Cardoso Gonçalves,suplente
Porto,MPT,Nuno Fernando Nogueira Dias,suplente
Porto,CHEGA,Rui Pedro Da Silva Afonso,efetivo
Porto,CHEGA,Diogo Velez Mouta Pacheco de Amorim,efetivo
Porto,CHEGA,Marta Sofia Martins da Silva Trindade,efetivo
Porto,CHEGA,Nuno Miguel Ribeiro Pontes,efetivo
Porto,CHEGA,Joana Maria Geraldes Malheiro Machado Guimarães,efetivo
Porto,CHEGA,Alcides do Couto Pereira,efetivo
Porto,CHEGA,Marcus Vinicius Teixeira Soares dos Santos,efetivo
Porto,CHEGA,Ana Cecília Pereira de Castro Caldeira Figueiredo,efetivo
Porto,CHEGA,Carlos Alexandre Fernandes Dias,efetivo
Porto,CHEGA,Filipe Emanuel de Sousa Macedo,efetivo
Porto,CHEGA,Maria Helena Tavares de Amaral Fernandes Costa,efetivo
Porto,CHEGA,Raul Gabriel Palha Bessa Melo,efetivo
Porto,CHEGA,Paulo António Santos Silva Martins,efetivo
Porto,CHEGA,Dulce Patrícia Ferreira Soares Guedes,efetivo
Porto,CHEGA,Álvaro Manuel dos Santos Costa,efetivo
Porto,CHEGA,António Luis Vilela Baptista,efetivo
Porto,CHEGA,Patrícia Catarina Moreira Leão,efetivo
Porto,CHEGA,Alberto Joaquim Alves Ribeiro,efetivo
Porto,CHEGA,Jorge Manuel Mendes da Silva,efetivo
Porto,CHEGA,Sónia Cristina de Sousa Monteiro,efetivo
Porto,CHEGA,Rúben Mendanha Portilha,efetivo
Porto,CHEGA,Patrícia Helena Freitas Magalhães,efetivo
Porto,CHEGA,Frederico Marcelo Mendes Teixeira,efetivo
Porto,CHEGA,Pedro Justino Paiva Neves,efetivo
Porto,CHEGA,Alexandra Maria Lopes Oliveira Mendes Oliveira,efetivo
Porto,CHEGA,Nélson Filipe Freitas Soares da Cruz,efetivo
Porto,CHEGA,José Luis Cardoso de Vasconcelos,efetivo
Porto,CHEGA,Sabina Manuela Carvalho de Sousa Valente,efetivo
Porto,CHEGA,Carlos Alberto dos Santos Fonseca,efetivo
Porto,CHEGA,Susana Alexandra de Leite Moreira,efetivo
Porto,CHEGA,Sérgio Henrique Ferreira Gomes,efetivo
Porto,CHEGA,Maria do Carmo Gomes Ribeiro Lopes,efetivo
Porto,CHEGA,Jorge Miguel Costa Neves,efetivo
Porto,CHEGA,Vítor Domingos da Silva Brandão,efetivo
Porto,CHEGA,Anabela Castro Canas Fachadas,efetivo
Porto,CHEGA,Sofia da Conceição Alves Teixeira,efetivo
Porto,CHEGA,Nuno Filipe de Almeida Carvalho,efetivo
Porto,CHEGA,Ana Cristina Catarino Pereira da Silva,efetivo
Porto,CHEGA,Carlos Fernando Lopes de Oliveira Sousa,efetivo
Porto,CHEGA,Tiago da Rocha Lages,efetivo
Porto,CHEGA,Daniela Filipa Pereira Costa,suplente
Porto,CHEGA,Ivo Alexandre Fernandes Sernadela,suplente
Porto,CHEGA,Pedro Dinis Pinto Faria,suplente
Porto,CHEGA,Carla Alexandra Barbosa Tavares da Costa,suplente
Porto,CHEGA,Maria de Lurdes da Silva Ferreira,suplente
Porto,MAS,Pedro Miguel de Vasconcelos Meda Queirós e Castro,efetivo
Porto,MAS,Elisabete Afonso Lopes,efetivo
Porto,MAS,João Ilhéu Silveira,efetivo
Porto,MAS,Eva Cristina Ribeiro da Silva Botelho Cameira,efetivo
Porto,MAS,Pedro Miguel Andrade Godinho,efetivo
Porto,MAS,Bruno Joaquim da Silva Mendes,efetivo
Porto,MAS,Joana Barbosa Coimbra,efetivo
Porto,MAS,Agostinho da Silva Lisboa,efetivo
Porto,MAS,Jorge Miguel Ferreira Antunes,efetivo
Porto,MAS,Inês Rosa Figueiredo da Costa,efetivo
Porto,MAS,Marta Sofia Leal Silva,efetivo
Porto,MAS,Ricardo Fernando Carvalho Costa,efetivo
Porto,MAS,Bárbara Filipa Silva Freitas Oliveira,efetivo
Porto,MAS,Carla Margarete Outeiro Santos,efetivo
Porto,MAS,Vítor Manuel Gonçalves Cruz,efetivo
Porto,MAS,Deolinda Maria Da Silva Ilhéu,efetivo
Porto,MAS,Paulo Arlindo Adão Alves Martins,efetivo
Porto,MAS,Teresa Maria Baptista de Andrade Godinho,efetivo
Porto,MAS,Nuno André Araújo da Costa Dias,efetivo
Porto,MAS,Maria Alves de Oliveira,efetivo
Porto,MAS,Francisco José Santos Azevedo Coutinho,efetivo
Porto,MAS,Joana Pereira Ferreira,efetivo
Porto,MAS,Filipe Manuel dos Santos Azevedo Coutinho,efetivo
Porto,MAS,Cláudia Brás Batista,efetivo
Porto,MAS,Rui Rodrigues Ribeiro,efetivo
Porto,MAS,Maria do Carmo dos Santos Vasconcelos Lopes,efetivo
Porto,MAS,Catarina Isabel Torres dos Santos,efetivo
Porto,MAS,Manuel Salvador Monteiro do Espírito Santo,efetivo
Porto,MAS,Suse Paula Fernandes Campinho,efetivo
Porto,MAS,Gonçalo Emanuel Cardoso Osório,efetivo
Porto,MAS,Ana Cristina Lopes de Sousa,efetivo
Porto,MAS,Rita Serra Torres dos Santos,efetivo
Porto,MAS,André Tiago Nunes Paupério,efetivo
Porto,MAS,Anabela Pereira de Carvalho,efetivo
Porto,MAS,Joana Mónica Lopes Gonçalves,efetivo
Porto,MAS,José Luis dos Santos Vasconcelos,efetivo
Porto,MAS,Lígia Margarida Passos Geraldes,efetivo
Porto,MAS,Barbara Teixeira Lisboa,efetivo
Porto,MAS,Nuno Miguel Gomes Mendes,efetivo
Porto,MAS,Emília Maria Madureira dos Reis Bloomfield,efetivo
Porto,MAS,José Manuel Araújo Sousa,suplente
Porto,MAS,Rita Bastos Santos,suplente
Porto,MAS,Maria de Jesus Antunes Carneiro,suplente
Porto,MAS,José Francisco Galego Geraldes,suplente
Porto,MAS,Luísa Ivone Andrade Couto,suplente
Porto,ALIANÇA,João Filipe Martins Sardo Bola,efetivo
Porto,ALIANÇA,Cândido Manuel de Lemos Ferreira,efetivo
Porto,ALIANÇA,Susete da Costa Fernandes,efetivo
Porto,ALIANÇA,Aníbal Manuel da Costa Rios de Oliveira,efetivo
Porto,ALIANÇA,Hugo Miguel Monteiro Dantas,efetivo
Porto,ALIANÇA,Joana Isabel de Lemos Ferreira,efetivo
Porto,ALIANÇA,José Diogo Babo Pereira Leite Carvalho,efetivo
Porto,ALIANÇA,Carlos André da Silva Alves de Sá,efetivo
Porto,ALIANÇA,Ana Carolina Pinto Ferro Duarte Félix,efetivo
Porto,ALIANÇA,Henrique Miguel Gouveia da Silva,efetivo
Porto,ALIANÇA,Carlos Nuno Cão Frescata,efetivo
Porto,ALIANÇA,Catarina Jerónimo das Neves Azevedo,efetivo
Porto,ALIANÇA,Emanuel Rúben de Oliveira Leston,efetivo
Porto,ALIANÇA,Maria Manuela dos Reis Baptista,efetivo
Porto,ALIANÇA,Maria Emília Ramos Antunes,efetivo
Porto,ALIANÇA,Artur Andriyorych,efetivo
Porto,ALIANÇA,Telmo Rafael Domingos Reis,efetivo
Porto,ALIANÇA,Marta Alexandra Simões Ramos,efetivo
Porto,ALIANÇA,Adolfo Cunha Melo,efetivo
Porto,ALIANÇA,David Miguel Nunes Cunha,efetivo
Porto,ALIANÇA,Anabela dos Anjos Pereira,efetivo
Porto,ALIANÇA,Nuno Jorge Marques de Sousa,efetivo
Porto,ALIANÇA,Guilherme Alexandre Camelo Remondes da Silva,efetivo
Porto,ALIANÇA,Mercês Rosário Cabral de Quadro Domingos,efetivo
Porto,ALIANÇA,Albano Renato Santos Lourenço,efetivo
Porto,ALIANÇA,Bruno Miguel Pereira Marques,efetivo
Porto,ALIANÇA,Maria da Glória Cordeiro Afonso Cunha Melo,efetivo
Porto,ALIANÇA,Pedro Emanuel Silva Alfar,efetivo
Porto,ALIANÇA,Joana Alves Pereira,efetivo
Porto,ALIANÇA,Virgílio de Jesus Teixeira Santos,efetivo
Porto,ALIANÇA,Maria de Fátima Bastos Santos,efetivo
Porto,ALIANÇA,André Filipe Nobre Garcia,efetivo
Porto,ALIANÇA,Cátia Antunes Fernandes da Silva,efetivo
Porto,ALIANÇA,Joel Carlos Saldanha Franco,efetivo
Porto,ALIANÇA,Filipa Alexandra Madeira Correa,efetivo
Porto,ALIANÇA,Kuldip Singh,efetivo
Porto,ALIANÇA,Soraia Nunes Prudêncio,efetivo
Porto,ALIANÇA,Navpreet Singh,efetivo
Porto,ALIANÇA,Cristiana Jesus dos Santos,efetivo
Porto,ALIANÇA,Artur Morgado Fernandes,efetivo
Porto,ALIANÇA,Harjeet Singh,suplente
Porto,ALIANÇA,Beatriz Santos Leal,suplente
Porto,PCP - PEV - CDU,Diana Jorge Martins Ferreira,efetivo
Porto,PCP - PEV - CDU,Ana Cristina Cardoso Dias Mesquita,efetivo
Porto,PCP - PEV - CDU,Manuel Vicente de Sousa Lima Loff,efetivo
Porto,PCP - PEV - CDU,Filipe Manuel Marques Pereira,efetivo
Porto,PCP - PEV - CDU,Maria Olinda Soares de Moura,efetivo
Porto,PCP - PEV - CDU,Bruna Rafaela da Costa Ribeiro,efetivo
Porto,PCP - PEV - CDU,Fernando Jorge da Silva e Sá,efetivo
Porto,PCP - PEV - CDU,Tiago Daniel da Costa Oliveira,efetivo
Porto,PCP - PEV - CDU,Carla Renata Gonçalves Freitas,efetivo
Porto,PCP - PEV - CDU,Sérgio Miguel Carvalho Januário,efetivo
Porto,PCP - PEV - CDU,Jaime Miguel Silva Toga Machado,efetivo
Porto,PCP - PEV - CDU,Madalena Castro Pinto,efetivo
Porto,PCP - PEV - CDU,Manuel Alfredo da Rocha Maia,efetivo
Porto,PCP - PEV - CDU,Rogério Ventura Lages dos Santos Reis,efetivo
Porto,PCP - PEV - CDU,Joana Isabel Teixeira Afonso Rodrigues,efetivo
Porto,PCP - PEV - CDU,Camilo Augusto de Vilhena Carneiro de Carvalho,efetivo
Porto,PCP - PEV - CDU,Pedro Jorge Martins Guedes Marques ,efetivo
Porto,PCP - PEV - CDU,Manuela Do Espírito Santo Gonçalves Mangas,efetivo
Porto,PCP - PEV - CDU,José António Silva Pinto,efetivo
Porto,PCP - PEV - CDU,Maria Merlinde da Fonseca Magalhães Madureira,efetivo
Porto,PCP - PEV - CDU,João Carlos Fernandes Ferreira,efetivo
Porto,PCP - PEV - CDU,Maria de Fátima Teixeira Gomes Monteiro,efetivo
Porto,PCP - PEV - CDU,João Fernando de Freitas Torres,efetivo
Porto,PCP - PEV - CDU,Maria João Silva Antunes,efetivo
Porto,PCP - PEV - CDU,Inês Teixeira Barbedo Neves Maia,efetivo
Porto,PCP - PEV - CDU,Jorge Manuel Rodrigues Pereira Gomes,efetivo
Porto,PCP - PEV - CDU,Marlene Fernanda Moreira Santos Correia,efetivo
Porto,PCP - PEV - CDU,Maria de Lurdes Monteiro Ribeiro,efetivo
Porto,PCP - PEV - CDU,João Paulo Araújo Dupont,efetivo
Porto,PCP - PEV - CDU,Margarida Stoffel Mesquita Joyce Chalupa,efetivo
Porto,PCP - PEV - CDU,Diana Filipa Lopes Pereira ,efetivo
Porto,PCP - PEV - CDU,Adriano Soares Ribeiro,efetivo
Porto,PCP - PEV - CDU,Diogo Henrique Lopes Pereira da Silva,efetivo
Porto,PCP - PEV - CDU,Priscila Valadão Lopes Baptista,efetivo
Porto,PCP - PEV - CDU,Miguel Ângelo Borges Pinto,efetivo
Porto,PCP - PEV - CDU,Célia Cristina Figueiredo Vareiro,efetivo
Porto,PCP - PEV - CDU,José António de Magalhães Gomes,efetivo
Porto,PCP - PEV - CDU,Bruno Ricardo Alves Ferreira,efetivo
Porto,PCP - PEV - CDU,Teresa Maria Pinto de Carvalho,efetivo
Porto,PCP - PEV - CDU,Júlio Manuel da Silva Ribeiro Campos,efetivo
Porto,PCP - PEV - CDU,Ângela Manuela de Sousa Moreira,suplente
Porto,PCP - PEV - CDU,Catarina Medon Moreira Queiroz Magalhães,suplente
Porto,PCP - PEV - CDU,Nuno André dos Santos Coelho,suplente
Porto,PCP - PEV - CDU,Isabel de Oliveira Timóteo ,suplente
Porto,PCP - PEV - CDU,Vítor Emanuel Pereira Teixeira,suplente
Porto,LIVRE,Eduardo Jorge Costa Pinto,efetivo
Porto,LIVRE,Ana Rita Baptista Ferreira,efetivo
Porto,LIVRE,Diamantino José Videira Matos Raposinho,efetivo
Porto,LIVRE,Filipa Maria Gonçalves Pinto,efetivo
Porto,LIVRE,Francisco Ferreira da Silva Paupério,efetivo
Porto,LIVRE,Ana Sofia Poças Ribeiro,efetivo
Porto,LIVRE,José Manuel André Ramos,efetivo
Porto,LIVRE,Anabela Peixoto Ferreira,efetivo
Porto,LIVRE,Miguel Alexandre Mendes Alves,efetivo
Porto,LIVRE,Irene Maria dos Santos Gomes,efetivo
Porto,LIVRE,Vítor Alexandre da Cunha Marmelo,efetivo
Porto,LIVRE,Inês Viana Pala,efetivo
Porto,LIVRE,Mário Rui Pinheiro Gaspar,efetivo
Porto,LIVRE,Susana Beirão Canelas,efetivo
Porto,LIVRE,Manuel Maria Bastos Rola Brito Guerra,efetivo
Porto,LIVRE,Rita Ribeiro da Silva,efetivo
Porto,LIVRE,Nuno Miguel Martins dos Santos Arada,efetivo
Porto,LIVRE,Inês Margarida do Valle Araújo Saraiva Wemans,efetivo
Porto,LIVRE,Rui Dinis Costa Lima da Silva,efetivo
Porto,LIVRE,Ana Isabel Cardoso Moreira,efetivo
Porto,LIVRE,Samuel da Silva Faria,efetivo
