Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Grupo de Apoio ao Comentário Desportivo,,590865785019112,none,,,,21394,N/A,2022-01-06 22:59:11 WET,2022-01-06,22:59:11,Native Video,69,4,51,0,5,1,5,2,1,0,share,No,0,0,0,00:01:05,https://www.facebook.com/groups/590865785019112/permalink/1137703190335366,,https://www.facebook.com/nucleoantifascistadeguimaraes/videos/1153525312112181/,,,Núcleo Antifascista de Guimarães,Rui Tavares arrasa o programa proto-fascista da extrema-direita.,,,,69,1.5
Design Gráfico e Social Media,,847007512773931,none,,,,27084,N/A,2022-01-02 20:17:18 WET,2022-01-02,20:17:18,YouTube,67,18,43,0,6,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/847007512773931/permalink/1158707734937239,"Sejam bem vindos (as) ao grupo. Se inscrevam em nosso canal: https://www.youtube.com/c/GilsonAzev%C3%AAdoOficial?sub_confirmation=1 Kessiley Jordan, Emdevi Bras, Matheus Boré, Ana Lopes, Karen Carlos, Wallas Santos, Chris Gemaque, Jéssica Rocha, Joaquim Domingos Sata, Duda S'lva, Fernanda Guedes, Nanda Verdana, Capitan América, Lucas Pereira, Vivy Silveira, Samantha Amparo, Wilson Pierre Jr., Marcio Toniazzo, Júlia Coelho M, Gabriel Lima, André Lucas, Cira Saldanha, Lilian Renata, Ludull Kafumana, Audrey Rose de Moura, Priscila Vieira De Souza Santos, Brayan Lucas Ferreira Silva, Aleff Barbosa, Nayara Moreira, Nathan Barbosa, Ana Letícia Rezende, Carlos Neto, Nathan Barbosa de Almeida, Andelson Princezinho, Weslen Martins de Araújo, Isidro Jotta, Åndréh Ķaingang, Alex Carneiro, Bruno Santos, Caique Araujo, Ebenezer Santos, Henrique Castro, Graciano Fernandes, Enoc Augusto, Joel Azarias, Comunique-Se On Line, Lucilia Nandi, Rofino Matos, Giovanna Frugis, Aline Bayo, Quim De Nazaré, Erik Nunes, Elísio António, Herculano Bc, Estilista Bonifacio Kaboniz, Joao Alberto Gonçalves Fernades, Júnior Pires, Rennan, Ynd Andrade, Denner Augusto, Adonias Freitas, Willian Dos Santos Vilardi, Rafael Matiasleal, Sara Carvalho Dias Freitas, Lucas Ribeiro Nicoleti, Godoy Mendes, Eduarda Caron Kogin, Clecio Dennis, Jhonatan Veríssimo Vargas, Filipe Silva, Ju Oliveira, Thais Almeida, Roberta Miqueline, Taiane Ferreira, Thais Marisol, Sayonara Alves, Jackson Rodrigues, Eduardo Duarte, Edu Santos, Aiivi Miguel, Bruno Boneli, Adilson Quiala, Luiz Alberto Arisi, Vítor Araújo, Carlos Junior, Lili Oliver, Ana Allves, Jv Vieira, Jean Camargo, Bruno José Silvério, Rodolfo Spindola Pinto, Jones L Schmitt, Jamile Gomes Vicentin, Armindo Vasco Irazaba, Kaufmann Gk, Tiago Ferreira, JP Nascimento, Carol Silva, Dep Graphic Dep, Nuel Francisco, Dianguila Júnior Dianguila, Gio D Lee, Isabella Weber, Welson Costa Costa, Diego Galvao, Cintya Abath, João Vitor Souza, Carla Stefanato, Sandra Bica, Kalweya Felisberto Alfredo, Adilson Dos Prazeres, Gleiciane Duarte, Nilo Samuel, Thayna Martello Santos, Oliveira João, Moacir Junior, Santtos Santos, Rogerio Lacerda, Danielle Frances, Wellington Cristian, Neto Fernandes, António Bungo DC, Paulo Silva, Diego Fontenele, Priscila Ramos, Luiz Silva, Jânia Correia, Carlos Daniel, Paula Grimaldi, Daiane Cristina Dalaio, Alberto Epalanga, Majin, Clayton Milanez, Milene Galant, Alexandre Gil, Caua Schwantz Silva, Döllār Bėlēzä DB, Sidnei Lasta, Edvaldo Rodrigues Chaves Rodrigues, Hudson Vinicius, Daisy Paraense, Barbara Gomes, Janeth Hadrianus, Adilson Rufino C. Filipe, Joao Vitor Duchamp, Iago Costa, Herculano Lage, Tata Elias, Wayne III, Renato Oliveira de Paula, Victor Farias, Oh Elizer Latino, Hermann Fumo, Arnaldo Jerónimo, Designer-Save Criative, Daniel Jossias, Jerf Martins, David Sampaio, Rudinei Viviane, Thawanna Andrade Brasa, Vânio, Cosme Silva, Bruno Martins Ferreira Gomes, Fael Ballack, Jenifer Stefany, Danrlley Henrique, Francis Roger, Ei REi Theint, Gabriel Dantas, Juice Wrld, Deia Barbosa, Naomy Evans, Edmarcio Oliveira, Matheus Pegorini, Gabriel Costa, Augusto Abreu, Bruna Almeida, Rodrigo Castro, Kariny Rose, Larissa Felipe, Agnaldo Freitas, Osmar Otto, David Mateus, Henrique Tavares Cunha, João Willian, Marciel Almeida, Márcio Manuel Garcia, Tatiana Barros, Régis Aurício, Rafaela Modesto, Mayra Souza, Liz Geovana Souza Duque, Cäveneno AO, Israel Monteiro, Blest Pier, Lila Rodrigues, Samuel Camargo, Jefferson Junior, Mariana Schettini, Armando Sant'Anna, Stélvio Xesnitx, Eliana Bernardo, Viictor SF, Ramon Valdes, Hinil Son, Marcela Modelli, Marcus Alves, Simelson Da Silva, Lucas André Silva, Murilo Henrique Santos, Anthony Eduardo, Pastilha, Sônia Mara Paula, Elysiane Siqueira, Leandro Paixão, Pablo Nascimento, Guilherme Farias, Priscilla Paf, Joao Vithor Estrazulas, David Ferreira, Thiara Fernandes, Rui Cruz, Mayara Azevedo, Jân Dio Kay, Mista Nampwatho, Gil Campos, Eidyy Shine, Gabriel Elias Vinote, Stephanie Nunes, Carlos Santana, Ary Santos, Herico Costa, Magale Mallmann, Na Li Rosa Pindali, Maiah Correa, Ericka Camilly, Alinne Quaresma, Juao Pedro, Alexandre Barth, Mpix Lda, Bruna Silva, Henrique Januário da Silva, Padilson Giro, Lucas Daniel Oliveira De Azevedo, Ellen Vialli, Kelvis Inácio, Bianca Diniz, Tati Medeiros, Jose Do Acrilico, Valter Bicleusio, Fernando Nicolau, Agnaldo André, Vanuza Etelvina, Harry Binoti, Marcio Pinheiro, Phillip Melo, Ticiane Iara, Junior Souza MB, Rafaela Oliveira, Dayvison Soares, Henriques Massada, Max Carvalho, Rabeche Gomes, Tami VG, Raphael Rizzo, RiquelmeTm CR, Jack Magrelo Jr., Lesney Denzel LD, Bruno Santos de Figueiredo, Ferreira Danilo, Juliana Fabiano, Nivia Monteiro, Julio Manoel, Patricio PM, Breno Dubiela, Afranio Carlos, Thiago Nascimento, Jose Augusto Soares, Paulo Eduardo, Paulo Santos, Luis Gustavo, Luana Rocha, Jessica Ferreira, Wellyton Fernandes, Lázaro Tete, Paulo Miranda Silveira, Bangou Designer-Pró, Henrique Cardozo, (truncated)",https://www.youtube.com/c/GilsonAzev%C3%AAdoOficial?sub_confirmation=1,,,Gilson Azevêdo - YouTube,"Channel dedicated to all those who want to learn about Graphic Design, Social Media and Digital Marketing.",,,,67,1.52
Lisboa Para Pessoas,lxparapessoas,347447959447777,MEDIA_NEWS_COMPANY,,Revista comunitária sobre mobilidade e sustentabilidade em Lisboa 💚,2019-02-06 15:29:42,1738,1863,2022-01-04 15:26:16 WET,2022-01-04,15:26:16,Link,67,36,12,3,10,2,1,1,1,1,,-,0,0,0,N/A,https://www.facebook.com/347447959447777/posts/1164019587790606,"A Avenida de Ceuta seria reduzida a metade para automóveis e o outro sentido, hoje parcialmente encerrado ao trânsito, seria para autocarros, bicicletas e peões. Uma proposta do Livre que fui acolhida de forma unânime entre os vereadores da CML.",https://lisboaparapessoas.pt/2022/01/04/avenida-de-ceuta-pessoas-proposta-livre,https://lisboaparapessoas.pt/2022/01/04/avenida-de-ceuta-pessoas-proposta-livre/,,Reduzir a Avenida de Ceuta a metade e criar um corredor BUS e ciclável – eis a proposta do Livre,"Devolver a Avenida de Ceuta às pessoas é a proposta que Rui Tavares (Livre) levou à Câmara de Lisboa. Cidade pode ganhar um novo rio em Alcântara, com novos espaços verdes abertos à circulação de peões e bicicletas, com mais transporte público e sem prejudicar a circulação automóvel.",,,,67,1.91
Comunidade dos Carnívoros Originais,,931026767834022,none,,,,2138,N/A,2022-01-07 22:11:04 WET,2022-01-07,22:11:04,Photo,66,46,14,0,6,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/931026767834022/permalink/971160597153972,"Vamos dar as boas-vindas aos nossos novos membros: Bem vindos a comunidade mais Carnívora de portugal 🇵🇹 🥩🎄🔥 Ricardo Batista, João Fernandes, Nuno Claro, Sandra Maciel Gomes, Eusebio Manuel Silva Lopes, Aderito Pimenta Pimenta, Victor Godinho, Helder Silva, Igor Sousa, Miguel Mirrado, Marko B. MB, Manuel Silva, Antônio Gomes Araújo, Miguel Costa, Rodrigo Gomes, José Pereira, Sérgio Félix, Nelson Martins, Leandro Naes, Daniel Beato, Mauro Gil, Vitor Pereirinha, Paulo Almeida, Hoffmann Danny, Fabio Andre Martins, Paulo Gouveia, Emanuel Petisca, Fernando Ferreira, Coronel Costa, Armando José Rodrigues, Dave Liberato, Joao Lajas, Jorge Ganito, Jose Teixeira, Marco Couto, Leonel Silvestre, Joao Manuel Saruga, Luís Miguel Silva, Daniel Silva, António Lamego Maria Elisabete, Joao Antunes, Andre Aguiar, Hugo Esteves, Daniel Monteiro Dias, Nuno Costa, Ricardo Antunes, Manuel Barcelos, Oscar Santos, Joao Gomes, Sandra Almeida, Bruno Ferreira, Jose Costa, Sergio Ribeiro, Kellynha Epaminondas, Antonio Filipe, Valter Xavier, Ricardo Ribeiro, Nuno Vivas Pereira, Marcio Barros, Fernando Caixeiro, Ludovina Afonso Naita, Sergio Pinto da Costa, Telmo Ribeiro, Pedro Ferreira, Vitor Dias, Hugo Moreira, Pedro Teixeira, Cláudio Abreu, Gois Gois, Hugo Gonçalves, Tonico Prates, Ana Simao, Paulo Simões, Luis Rosado, Bruno Sequeira, Bruno Alexandre, Michael Gonçalves, מוטי אייפיקס, Jorge Baptista, Marco Alves, Anderson Barretto, Joe Lux, Emanuel Ramos, Joao Guerreiro, Pedro Pereira, João Monteiro, Ângelo David Botelho, Miguel Valente, Mário Neto, Nuno Miguel Costa, Abilio Lopes, Sergio Vasconcelos, Tó Jorge, Helder Pais, Hugo Ricardo Moura, Alberto Castro, José Artur Quelhas, Tiago Menezes, Joao Pinhao, Artur Máximo, Guilherme Tavares, Micael Pedroso, Paulo Silva, João Eduardo Sousa, Celso Gomes, Paulo Conde, Jorge Barbosa, Miguel Correia Miguel Angelo, Alexandre Silva, Augusto Teodosio, Carlos Henriques, Mario Bento, Roberto Ávila, Igor Duarte Mateus, Diana Vieira, Fabricio Santos, Ricardo De Almeida Rocha, Rui Caetano, Julio Ribeiro, Denis Cova, Zé Pedro Leão, Paulo Martins, Simao Fonseca, Zé Amaro, André Santos, Luis Cordeiro, João Pontes, Ricardo Rafael, Ana Pericão, Amaury Pinho, Jorge Rodrigues, Vitor Duarte, Nuno Tuna, Quim Correia, Jacinto Luís, João Gomes, Xico Costa",https://www.facebook.com/Carnivorosoriginais/photos/gm.971160597153972/527288638824180/?type=3,,,,,,,,66,0
CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155036,1138258,2022-01-05 08:15:29 WET,2022-01-05,08:15:29,Native Video,66,30,11,4,6,2,11,0,2,0,owned,Yes,2315,2317,0,00:26:55,https://www.facebook.com/101826228779402/posts/666605714781591,DECISÃO 22: Veja aqui o debate entre Catarina Martins e Rui Tavares na íntegra e deixe os seus comentários. Quem ganhou?,https://www.facebook.com/cnnportugal/videos/666605714781591/,,,O debate na íntegra entre Catarina Martins e Rui Tavares,,,,,66,-2.82
Rui Tavares,ruitavarespt,100044149823757,PERSON,PT,"Escritor e historiador, nascido em Lisboa em 1972. Cronista no «Público», comentador RTP. Eurodep",2009-10-22 15:47:28,13796,14221,2022-01-04 15:03:00 WET,2022-01-04,15:03:00,Photo,65,58,7,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100044149823757/posts/485441599604163,"Hoje estarei com Catarina Martins (BE) no debate das Legislativas 2022, onde espero falar do país e da saída para a crise, das respostas para os problemas mais urgentes das pessoas e o novo modelo de desenvolvimento de que precisamos. Podem ver o debate, promovido pela SIC Notícias, a partir das 18h10. #botaacima #PartidoLIVRE #Legislativas2022",https://www.facebook.com/LIVREoficialpt/photos/a.249177145255544/2046462455526995/?type=3,,"Rui Tavares debate com Catarina Martins, terça-feira, 4 de janeiro às 18h30 na SIC Notícias SICO SIC nOtICIOS",LIVRE,"🔴 ATENÇÃO hora do debate alterada para as 18h10 

🔔Hoje há debate LIVRE com o Bloco de Esquerda.

➡ Não percam às 18h10!

#PartidoLIVRE #botaacima #Legislativas2022",,,,65,-2.09
Renascença,renascenca,105044957514,BROADCASTING_MEDIA_PRODUCTION,PT,"A par com o mundo 

Ouvir online: http://rr.sapo.pt/",2009-07-22 15:58:34,331991,396633,2022-01-02 22:33:59 WET,2022-01-02,22:33:59,Link,64,24,24,1,0,0,8,1,5,1,,-,0,0,0,N/A,https://www.facebook.com/105044957514/posts/10158938232422515,"No primeiro debate televisivo para as legislativas, o secretário-geral do PS ataca Rui Rio, que acusa de ""nem um salário mínimo nacional aumentar, quanto mais o salário médio"" e não quer estar dependente do ""humor"" de Bloco de Esquerda e PCP, enquanto Rui Tavares, candidato pelo Livre, lança desafio para pacto que viabilize um Orçamento do Estado.",https://rr.sapo.pt/noticia/politica/2022/01/02/costa-admite-que-maioria-nao-significa-governar-sozinho-tavares-quer-pacto-para-viabilizar-orcamento/266793/,,,"​Costa admite que ""maioria não significa governar sozinho"", Tavares quer pacto para viabilizar orçamento - Renascença","No primeiro debate televisivo para as legislativas, o secretário-geral do PS ataca Rui Rio, que acusa de ""nem um salário mínimo nacional aumentar, quanto mais o salário médio"" e não quer estar dependente do ""humor"" de Bloco de Esquerda e PCP, enquanto Rui Tavares, candidato pelo Livre, lança ...",,,,64,1.33
Francisco Guerreiro,franciscoguerreiroMEP,691904841233379,POLITICIAN,PT,A cooperação supera a competição. �,2019-06-01 17:00:42,4267,4583,2022-01-06 12:43:49 WET,2022-01-06,12:43:49,Link,62,52,4,0,5,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/691904841233379/posts/1394313150992541,"Não é uma surpresa o desempenho do Rui Tavares para quem já o segue e viu debater, mas estes confrontos demonstram acima de tudo que o LIVRE é fundamental no parlamento nacional para debater temas que outros não debatem. O exemplo é o Rendimento Básico Incondicional. Parabéns!👌 https://cnnportugal.iol.pt/rui-tavares/andre-ventura/rendimento-universal-junta-socrates-e-salgado-ao-debate-livre-chega-joacine-foi-o-fantasma-de-servico/20520105/61d623d10cf2cc58e7db6310",https://cnnportugal.iol.pt/rui-tavares/andre-ventura/rendimento-universal-junta-socrates-e-salgado-ao-debate-livre-chega-joacine-foi-o-fantasma-de-servico/20520105/61d623d10cf2cc58e7db6310,,,Rendimento universal junta Sócrates e Salgado ao debate Livre-Chega. Joacine foi o ‘fantasma’ de serviço,"Ventura explorou o divórcio entre Joacine Katar Moreira e o Livre para desvalorizar o confronto com Rui Tavares e com o seu programa ""absurdo"". Mas o fundador do Livre também desenterrou ‘esqueletos’ a Ventura, o ""candidato do sistema"". A corrupção acabou por se tranformar no motor do confro...",,,,62,1.11
Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760725,796851,2022-01-08 22:41:06 WET,2022-01-08,22:41:06,Link,62,17,23,2,0,0,19,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/43218682948/posts/10159311460802949,"Um Rui à direita, um Rui à esquerda. Um Rui no Porto, outro em Lisboa. O primeiro debate da noite de sábado quase deu empate total, mas uma nota chegou para o resultado final. Veja avaliações e comentários",https://expresso.pt/eleicoes-legislativas-2022/entre-rio-e-tavares-houve-um-rui-um-bocadinho-melhor-veja-as-notas-e-analises-dos-comentadores-expresso,https://expresso.pt/eleicoes-legislativas-2022/entre-rio-e-tavares-houve-um-rui-um-bocadinho-melhor-veja-as-notas-e-analises-dos-comentadores-expresso/,,"Entre Rio e Tavares, houve um Rui um bocadinho melhor (veja as notas e análises dos comentadores Expresso)",,,,,62,-1.02
CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155333,1138709,2022-01-08 22:00:19 WET,2022-01-08,22:00:19,Link,61,13,30,1,2,0,12,0,2,1,,-,0,0,0,N/A,https://www.facebook.com/101826228779402/posts/232921332336557,"Fundador do Livre considerou, no debate deste sábado, que é fruta a mais. “Não se deve pôr o carro à frente dos bois“.",https://cnnportugal.iol.pt/debate/rui-rio-quer-reduzir-impostos-mas-rui-tavares-nao-acredita-nos-milagres-do-psd/20220108/61d9fed60cf2cc58e7dbf965?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,,,"Rui Rio quer reduzir impostos, mas Rui Tavares não acredita nos ""milagres"" do PSD",EM ATUALIZAÇÃO,,,,61,-1.18
Classic Rock (Clássicos do Rock),,436015940513248,none,,,,79490,N/A,2022-01-09 01:38:56 WET,2022-01-09,01:38:56,Photo,61,34,20,0,7,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/436015940513248/permalink/1075028756611960,"Atenção Rockers 👍🤘🤟✌🎶🎵 Vamos dar as boas-vindas aos nossos novos membros: João Ribeiro, Rômulo Meira Lima, Andres Pino Blanco, Patriota Patriota Patriota, Danilo Hardman, QuemEra Fabiano, Billy Drums, Ester Britto, James J B Martinez, Maysa Silva, Gert Heinrich Rabel, Claudio Roberto, Samuel Tomé Procopio, Mauricio - Churrasqueiro, Vinicius Lima, Sérgio Assis, Luis Silva, Ana Meireles, Cesar Soares, Isly Santa Clara, Liliane Rodrigues Pereira, Ismael Carraro De Algustino, Avô Patareco, Andre Rocha, Rogério Ferreira Fonseca, Eric Grillo, Fabiola De Villarreal, Claudia Marconi, Sergio Henrique Cortez Mosca, Eduardo Ferragutti, Michaell Cordeiro, Gabriel Quirino, Mari Lucia da Silva, Christiaan Dixson, Rafaella Bronzeado, Wilder Melgar Ordoñez, Kelli C Araujo Lima, Rui Norte, Mária Pavúková, Catia Renata, Sergio Disessa Junior, Ju Kondo, Eduardo Ogre, Leticia Sousa, Katiuscia Pinto, Bastos David, Mada Vlw, Felipe Fernandes, Mario Nemeth Piffer, Maisa Peres, Diego De Freitas, Santiago Jose, Silvana Felipe Freire, Marcia Marafon, Ze Filipe, Picassinos Machado, Percy Banchero Rondon Rivera, Rafael Caetano, Ana Maria, Gervasio Joao Langa Langa, Luiz Fida, Fatima Cecilia, Fleurimar Alves de Oliveira, Gil Darck, Sueli Silva, Jeff Hills, Kemily Fernandez, Marlon Vinic, Layane Barros, Susaane Martins, Carlos Telmo, Daniel Da Natalia, Noesia Nunes, Chinão Ruiz, Roque Pereira da Conceição, Teresa Magalhaes, Betobatera Rosá, Seloiza Santos, Zildo Rodrigues, Edmilson Oliveira, Adi Da Silva, David Fonseca, Luiz Silva, Cris Formagio, Celso Luiz Oliveira, Alexandre Trevisol, Joao Francisco Matteucci, Claudia Antunes, Fernando Jpdemorais, Amilton Estanislau, Josmar Godoy, Megue Silva, Kalebe Moura, Isabel Cristina Alves Santos, Chagas Fit, Everton Cristiano Bopsin, Edilson Camargos, Lucas Correa, Elias Silva, Aldo Maciel, Stephany Siqueira, Mariane Vieira, Thomas Schick, Maria Aparecida Dettoni, Mauro Nogueira Do Nascimento, Tânia Pereira da Silva, Paulo Sérgio Brandão da Silva, Beatriz Monteiro, Damares Marques, Samanta Mq, Etevaldo Aparecido Dos Santos, Waldir Modesto Silva, Samir Batista Ferreira de Sa, Jeferson Da Silva, Reginaldo Rocha, Anderson Guimarães, Alejandro Sanchez, Pri Zeferino, Carlos Augusto Costa, Mauricio Barreneche, Amarilio Melo, Rafael Guarinos, Matheus Silva Guimaraes, Alexandre de Paula, CrisTiano Dos Santos, Jaqueline Vieira Carvalho Russiano, Igor Gontijo Almeida, Dustin Schröder, Naz Aret, Ja Mall, Carla RM, Manfredi Pinto, Evandro Beal, Ruan Rodrigo, Graça Alves, Ariel Roldan Paredes, André Marquezini, Selma Santos, Samuel Gonçalves, Carlos Fonseca, Rakel Oliveyra, Claudia Mayer, Tunica Cáceres, Jaqueline Rodrigues, Haroldo Bucar Moreno, Marcelo Araujo, Espedito Filho, Joao Maciel de Lima, Marta Do Val, Mateus Matusca, Valter Jose Sartorato, Andreza M Silva Deza, Rener Tula, Arlindo Teixeira Do Amaral, Paulo Cesar Silva, Glauber Muraro Sciarreta, Almir Rodrigues da Vitoria, Rodrigo Fernando Spiegare, Jose German Narvaez Cairo, Yoande Simanca, Luisf Toro Lope, Tauana Martins, Fábio Magela, Baloy Man Man, Gustavo Magalhães Lobo, Neiraci Silva, Elisabeth Correa, Humberto Santos, André Mamede, Taubaté Politicando, Júlio Paiva, Mara Costa, Eliah Lima, Maggie Zadra, Elias Salvador García Cruz, Oliver Bendt, Jose Marques, Ricardo Silva, Rosana Mariano, Maria Alice Machado de Oliveira, Dexter Jack, Celiomarcio Rodrigues, Luis Serpa, Welington Junior, Thiago Franzol, Javix Douglas, Yasmin Teixeira, Welinton Dias, Joana Lima, Ana Maria Torres, Gladstone Silva, Patricia Najar Luna, Samuel Ajata Aguilar, Remy Gomes, Manuel Lugo, Sandro Mesquita, Go Alves, Vlady Luna, Nelson Garrido, Claudia Pires, Salo MarcUts Auri, Jorge Carlos Zarzosa Romo, Claudio Ybarra, Mayra Ruiz, José Raimundo Valadão, João Batista, Miro Lucio, Luana Felix, Sandro Tsouza, Nicolly Santos, Gutto Viviane, Jeferson Aro, Luck Panini Bishop, Gabriel Assunção, Zeze Duarte, Claudio Tavares, Marcia Luiz, Valéria Chiamente, Nelson Brigatto Junior, Jacqueline Letelier Oyarzun, Murilo Cruz Lima, Deuza Costa, Rikardo Andre Vieira, Cleber Orige, Lucinha Arjonas Lima Almeida, Celso Junior Silva, Soninha Valentim, Priscilla Canovas Mafei, Kleberson Zaros, Roberto Domingues, Jaime Neto, Cesar Silva Silva, Artur Tenorio, José Guerreiro, Tatiane Faria, David Verdugo Avila, Lucilene Brags, Fernando Rodriguez, Anabela Afonso, Silvanio Almeida, Walace Abreu, Raimundo Dorneles, Alfredo Martinez, Ingenieria Aplicada En Recubrimientos, Guerino Del Tedesco Jr., Rodolfo Cavallera, Aniello Catapano, Marcelo Rod, Ector Bonilia, Nicoli Mello, José Arnaldo, Carlos Alberto Duarte, Marcos Vinicius, Wagner Ney Guilherme, Tiago Ferreira, Robson Perez, Carlos Enrique Tejeda San Roma, Fredy Nacari, Rubens Vianna, Juliano Teixeira, Németh Lajos, Mário Álvaro",https://www.facebook.com/photo.php?fbid=651825636152233&set=gm.1075028756611960&type=3,,,,,,,,61,1.22
PCP - Distrito de Lisboa,pcpdistritodelisboa,2360331627576198,POLITICAL_ORGANIZATION,PT,Página da Organização Regional de Lisboa do PCP,2019-04-07 21:27:06,2786,2969,2022-01-07 17:23:54 WET,2022-01-07,17:23:54,Photo,60,36,1,18,5,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/2360331627576198/posts/3166227703653249,"🚩100 Professores do distrito de Lisboa apoiam a CDU📢 Apoiamos a CDU porque é necessário assegurar o direito à Educação! O investimento na escola pública exige a contratação de mais professores e trabalhadores não docentes em falta e a modernização dos equipamentos. Acácio Santos, Adelaide Carvalho, Adérito Mendes, Ágata Pereira, Alberto Queiroz, Alice Ramos. Amália Canelo, Amélia Pereira, Ana Araújo, Ana Inês Fernandes, Ana Isabel Mateus Pereira, Ana Margarida Martins. Ana Maria Alves, Ana Marques Guedes, Ana Moura, Ana Páscoa, Ana Rita Ferreira Ribeiro, Anabela Feliciano Pacheco, Anabela Laranjeira, André Canhão, Andreia Pereira, António Galamba, António Santos, Áurea Ferreira, Barbara Ramirez, Bernardo Monteiro, Carla Feijão , Carla Silva, Carlos Costa, Catarina Miguel, Catarina Teixeira, Celeste Fonseca. Celestino Escaleira, Conceição Miranda, Daniela Silva Gomes, David Luna Carvalho, Dulce Vales, Eduarda Ferreira, Eduardo Jordão, Eugenia Coelho, Eva Cardo Costa, Florinda Amaral, Francisco Santos, Guilherme Vicente, Hélder Castro, Helena Simas, Helga Tojal, Inês Alexandre, Inês Carolina Leitão da Silva , Isabel Fale, Isabel Melo, Isabel Tavares, Isabel Torres, Isilda Andrade, Ivo Tadeu Fernandes, João Corceiro Barros, João Cravo, João Guincho, João Lopes, José Coelho, José Fontan, José Grachinha, José Varanda Andrade, José Vargas, Lourdes Alves, Luís Barbosa, Luís Rodrigues Bento, Luísa Chumbinho, Manuel Guerra, Manuel Pinto André, Manuela Miranda, Marco Mendes, Maria Eugenia Paim Betamio, Maria Inês Furtado, Maria José Brites, Minela Medeiros, Nuno Cabanas, Paulo Silva, Pedro Faria, Raquel Duarte, Rita Magrinho, Rogério Mota, Rosa Calado, Rosário Barros, Rui Dias, Rui Madeira, Rute Fonseca, Rute Garcia , Salomé Rodrigues Guimarães, Sandra Bispo, Sandra Horta, Sandra Rua Silva, Sara Fernandes, Sara Ferreira, Sónia Fernandes Rodrigues, Sónia Pires, Susana Matos, Teresa Santos, Vanessa Cavaco e Venâncio Pedro. #CDU #PCPPEV #legislativas2022 #professores #ensino",https://www.facebook.com/pcpdistritodelisboa/photos/a.2371849953091032/3166227026986650/?type=3,,LISBOA cdu.pt 100 PROFESSORES WW . HRDA APOIAM A CDU CDU força decisiva ao teu/ lado todos 5 dias PCP-PEV,,,,,,60,1.82
Diário de Notícias Madeira [www.dnoticias.pt],dnoticiaspt,107918865894443,MEDIA_NEWS_COMPANY,PT,"Mais Madeira do que nunca...

http://www.dnoticias.pt",2010-03-22 15:28:34,364681,364344,2022-01-02 23:59:06 WET,2022-01-02,23:59:06,Link,60,15,32,0,1,0,10,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/107918865894443/posts/5072534382766175,,http://www.dnoticias.pt/2022/1/2/291189-solucao-estavel-so-e-possivel-com-uma-maioria-do-ps/?utm_source=facebook&utm_medium=facebook,https://www.dnoticias.pt/2022/1/2/291189-solucao-estavel-so-e-possivel-com-uma-maioria-do-ps/?utm_source=facebook&utm_medium=facebook,,"Solução estável ""só é possível com uma maioria do PS""","O secretário-geral do PS insistiu hoje que uma solução estável ""só é possível com uma maioria do PS"" e Rui Tavares defendeu que um voto no Livre é o único à esquerda que ""não deixa tudo na mesma"".",,,,60,-1.07
